0	1	0	1	4.746157271115548
1	0	0	1	-4.746157271115548
0	1	1	0	-4.746157271115548
1	0	1	0	4.746157271115548
0	1	0	2	6.5375020388517475
1	0	0	2	-6.5375020388517475
0	1	2	0	-6.5375020388517475
1	0	2	0	6.5375020388517475
0	1	0	3	6.155091008279303
1	0	0	3	-6.155091008279303
0	1	3	0	-6.155091008279303
1	0	3	0	6.155091008279303
0	1	0	4	8.962449829820704
1	0	0	4	-8.962449829820704
0	1	4	0	-8.962449829820704
1	0	4	0	8.962449829820704
0	1	0	5	10.299760386955642
1	0	0	5	-10.299760386955642
0	1	5	0	-10.299760386955642
1	0	5	0	10.299760386955642
0	1	0	6	2.62603999999712
1	0	0	6	-2.62603999999712
0	1	6	0	-2.62603999999712
1	0	6	0	2.62603999999712
0	1	0	7	3.4331862210834747
1	0	0	7	-3.4331862210834747
0	1	7	0	-3.4331862210834747
1	0	7	0	3.4331862210834747
0	1	1	2	0.7529486719235802
1	0	1	2	-0.7529486719235802
0	1	2	1	-0.7529486719235802
1	0	2	1	0.7529486719235802
0	1	1	3	1.6262942957712634
1	0	1	3	-1.6262942957712634
0	1	3	1	-1.6262942957712634
1	0	3	1	1.6262942957712634
0	1	1	4	2.4055198594670353
1	0	1	4	-2.4055198594670353
0	1	4	1	-2.4055198594670353
1	0	4	1	2.4055198594670353
0	1	1	5	0.182486192208897
1	0	1	5	-0.182486192208897
0	1	5	1	-0.182486192208897
1	0	5	1	0.182486192208897
0	1	1	6	1.3324311211616715
1	0	1	6	-1.3324311211616715
0	1	6	1	-1.3324311211616715
1	0	6	1	1.3324311211616715
0	1	1	7	4.11884857789622
1	0	1	7	-4.11884857789622
0	1	7	1	-4.11884857789622
1	0	7	1	4.11884857789622
0	1	2	3	nan
1	0	2	3	nan
0	1	3	2	nan
1	0	3	2	nan
0	1	2	4	nan
1	0	2	4	nan
0	1	4	2	nan
1	0	4	2	nan
0	1	2	5	nan
1	0	2	5	nan
0	1	5	2	nan
1	0	5	2	nan
0	1	2	6	nan
1	0	2	6	nan
0	1	6	2	nan
1	0	6	2	nan
0	1	2	7	nan
1	0	2	7	nan
0	1	7	2	nan
1	0	7	2	nan
0	1	3	4	nan
1	0	3	4	nan
0	1	4	3	nan
1	0	4	3	nan
0	1	3	5	nan
1	0	3	5	nan
0	1	5	3	nan
1	0	5	3	nan
0	1	3	6	nan
1	0	3	6	nan
0	1	6	3	nan
1	0	6	3	nan
0	1	3	7	nan
1	0	3	7	nan
0	1	7	3	nan
1	0	7	3	nan
0	1	4	5	nan
1	0	4	5	nan
0	1	5	4	nan
1	0	5	4	nan
0	1	4	6	nan
1	0	4	6	nan
0	1	6	4	nan
1	0	6	4	nan
0	1	4	7	nan
1	0	4	7	nan
0	1	7	4	nan
1	0	7	4	nan
0	1	5	6	nan
1	0	5	6	nan
0	1	6	5	nan
1	0	6	5	nan
0	1	5	7	nan
1	0	5	7	nan
0	1	7	5	nan
1	0	7	5	nan
0	1	6	7	nan
1	0	6	7	nan
0	1	7	6	nan
1	0	7	6	nan
0	2	0	1	6.372209352275179
2	0	0	1	-6.372209352275179
0	2	1	0	-6.372209352275179
2	0	1	0	6.372209352275179
0	2	0	2	7.222525851972197
2	0	0	2	-7.222525851972197
0	2	2	0	-7.222525851972197
2	0	2	0	7.222525851972197
0	2	0	3	5.029345111419831
2	0	0	3	-5.029345111419831
0	2	3	0	-5.029345111419831
2	0	3	0	5.029345111419831
0	2	0	4	5.8127236714972454
2	0	0	4	-5.8127236714972454
0	2	4	0	-5.8127236714972454
2	0	4	0	5.8127236714972454
0	2	0	5	8.165263347932296
2	0	0	5	-8.165263347932296
0	2	5	0	-8.165263347932296
2	0	5	0	8.165263347932296
0	2	0	6	2.521434964049699
2	0	0	6	-2.521434964049699
0	2	6	0	-2.521434964049699
2	0	6	0	2.521434964049699
0	2	0	7	3.7379222838231807
2	0	0	7	-3.7379222838231807
0	2	7	0	-3.7379222838231807
2	0	7	0	3.7379222838231807
0	2	1	2	0.8741763295528061
2	0	1	2	-0.8741763295528061
0	2	2	1	-0.8741763295528061
2	0	2	1	0.8741763295528061
0	2	1	3	1.771878913258003
2	0	1	3	-1.771878913258003
0	2	3	1	-1.771878913258003
2	0	3	1	1.771878913258003
0	2	1	4	2.418914662044724
2	0	1	4	-2.418914662044724
0	2	4	1	-2.418914662044724
2	0	4	1	2.418914662044724
0	2	1	5	-0.1497193935769965
2	0	1	5	0.1497193935769965
0	2	5	1	0.1497193935769965
2	0	5	1	-0.1497193935769965
0	2	1	6	1.0424882421746582
2	0	1	6	-1.0424882421746582
0	2	6	1	-1.0424882421746582
2	0	6	1	1.0424882421746582
0	2	1	7	3.811666420435947
2	0	1	7	-3.811666420435947
0	2	7	1	-3.811666420435947
2	0	7	1	3.811666420435947
0	2	2	3	6.382245802197316
2	0	2	3	-6.382245802197316
0	2	3	2	-6.382245802197316
2	0	3	2	6.382245802197316
0	2	2	4	0.26401392759759995
2	0	2	4	-0.26401392759759995
0	2	4	2	-0.26401392759759995
2	0	4	2	0.26401392759759995
0	2	2	5	-0.17960070909665216
2	0	2	5	0.17960070909665216
0	2	5	2	0.17960070909665216
2	0	5	2	-0.17960070909665216
0	2	2	6	2.783516652316901
2	0	2	6	-2.783516652316901
0	2	6	2	-2.783516652316901
2	0	6	2	2.783516652316901
0	2	2	7	7.625765881337244
2	0	2	7	-7.625765881337244
0	2	7	2	-7.625765881337244
2	0	7	2	7.625765881337244
0	2	3	4	nan
2	0	3	4	nan
0	2	4	3	nan
